"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"null","fixation","null","fixation","html-keyboard-response","318","1161868","0.0-79.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=242, diff=58]","null","numerosity","html-keyboard-response","319","1162384","0.0-79.0-1.0","32","prefer_not_to_say","","-1","-1","300","242","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3178","Confidence judgement (first response)","","confidence_first","html-keyboard-response","320","1165565","0.0-79.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","100","100","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"1037","forcedAdvice","0","forced_advice_display","html-button-response","321","1166606","0.0-79.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","322","1167417","0.0-79.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"57110","Confidence judgment (second response)","","confidence_second","html-keyboard-response","323","1224531","0.0-79.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","65.75","50","65.75","false","59","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","324","1224536","0.0-80.0","32","prefer_not_to_say","","","","","","","","","","","","","","","2","0","30","300","242","58","left","100","2","no","left","right","65.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","325","1225005","0.0-81.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=241, diff=59]","null","numerosity","html-keyboard-response","326","1225521","0.0-81.0-1.0","32","prefer_not_to_say","","-1","-1","300","241","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1093","Confidence judgement (first response)","","confidence_first","html-keyboard-response","327","1226618","0.0-81.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","96.75","96.75","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"743","noAdvice","0","no_advice_display","html-button-response","328","1227364","0.0-81.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","329","1228170","0.0-81.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"720","Confidence judgment (second response)","","confidence_second","html-keyboard-response","330","1228895","0.0-81.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","96.75","96.75","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","331","1228900","0.0-82.0","32","prefer_not_to_say","","","","","","","","","","","","","","","2","1","31","300","241","59","left","96.75","3","no","left","left","96.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","332","1229387","0.0-83.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","333","1229898","0.0-83.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1185","Confidence judgement (first response)","","confidence_first","html-keyboard-response","334","1231085","0.0-83.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","70.25","50","70.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"964","[advice choice Y,N]","1","advice_choice","html-button-response","335","1232052","0.0-83.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","336","1232861","0.0-83.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"616","Confidence judgment (second response)","","confidence_second","html-keyboard-response","337","1233480","0.0-83.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","70.25","50","70.25","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","338","1233481","0.0-84.0","32","prefer_not_to_say","","","","","","","","","","","","","","","2","2","32","242","300","58","right","70.25","1","no","left","right","70.25","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","339","1233793","0.0-85.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","340","1234340","0.0-85.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1252","Confidence judgement (first response)","","confidence_first","html-keyboard-response","341","1235593","0.0-85.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","93.75","50","93.75","true","58","","","","","","","","","","","","","","","","","","","","","",""
"978","[advice choice Y,N]","1","advice_choice","html-button-response","342","1236574","0.0-85.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","343","1237419","0.0-85.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1028","Confidence judgment (second response)","","confidence_second","html-keyboard-response","344","1238450","0.0-85.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","93.75","50","93.75","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","345","1238455","0.0-86.0","32","prefer_not_to_say","","","","","","","","","","","","","","","2","3","33","242","300","58","right","93.75","1","no","left","right","93.75","false","","","","","",""
"1634","block message","0","block_message","html-button-response","346","1240092","0.0-87.0","32","prefer_not_to_say","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","347","1240344","0.0-88.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","348","1240859","0.0-88.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1621","Confidence judgement (first response)","","confidence_first","html-keyboard-response","349","1242480","0.0-88.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","95.75","50","95.75","true","57","","","","","","","","","","","","","","","","","","","","","",""
"940","[advice choice Y,N]","1","advice_choice","html-button-response","350","1243422","0.0-88.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","351","1244230","0.0-88.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"773","Confidence judgment (second response)","","confidence_second","html-keyboard-response","352","1245004","0.0-88.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","95.75","50","95.75","true","57","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","353","1245009","0.0-89.0","32","prefer_not_to_say","","","","","","","","","","","","","","","2","4","34","242","300","58","right","95.75","1","no","left","right","95.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","354","1245241","0.0-90.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=243, right=300, diff=57]","null","numerosity","html-keyboard-response","355","1245756","0.0-90.0-1.0","32","prefer_not_to_say","","-1","-1","243","300","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1668","Confidence judgement (first response)","","confidence_first","html-keyboard-response","356","1247427","0.0-90.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","64.5","50","64.5","true","57","","","","","","","","","","","","","","","","","","","","","",""
"858","[advice choice Y,N]","1","advice_choice","html-button-response","357","1248288","0.0-90.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","358","1249099","0.0-90.0-3.0-2.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"935","Confidence judgment (second response)","","confidence_second","html-keyboard-response","359","1250038","0.0-90.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","69.5","69.5","50","false","58","","","","","","","","","","","","","","","","","","","","","",""
