"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","attncheck","html-button-response","1526","6755087","0.0-463.0","2814","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","1527","6756298","0.0-464.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1528","6756803","0.0-464.0-1.0","null","[Dot display: left=240, right=300, diff=60]","null","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1529","6762144","0.0-464.0-2.0","5339.399999991059","Confidence judgement (first response)","","","-1","-1","","","","left","93","93","50","false","60","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1530","6763169","0.0-464.0-4.0-0.0","1024","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1531","6763973","0.0-464.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1532","6765654","0.0-464.0-6.0","1678.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","93","93","50","false","60","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1533","6765670","0.0-465.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","4","199","240","300","60","left","93","false","5339.399999991059","2","no","left","left","93","false","false","1678.7000000029802","","","","","","",""
"","fixation","html-keyboard-response","1534","6767015","0.0-466.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1535","6767528","0.0-466.0-1.0","null","[Dot display: left=240, right=300, diff=60]","null","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1536","6769231","0.0-466.0-2.0","1701.2999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","86.5","50","86.5","true","60","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1537","6769934","0.0-466.0-4.0-0.0","701","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1538","6770736","0.0-466.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1539","6772132","0.0-466.0-6.0","1393.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","96.25","96.25","50","false","60","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1540","6772135","0.0-467.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","5","200","240","300","60","right","86.5","true","1701.2999999970198","2","no","left","left","96.25","false","false","1393.0999999940395","","","","","","",""
"","fixation","html-keyboard-response","1541","6773618","0.0-468.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1542","6774124","0.0-468.0-1.0","null","[Dot display: left=240, right=300, diff=60]","null","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1543","6775588","0.0-468.0-2.0","1461.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","95","95","50","false","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1544","6776366","0.0-468.0-5.0-0.0","777","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1545","6777169","0.0-468.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1546","6778377","0.0-468.0-6.0","1204.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","95","95","50","false","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1547","6778379","0.0-469.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","6","201","240","300","60","left","95","false","1461.9000000059605","3","no","left","left","95","false","false","1204.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1548","6779782","0.0-470.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1549","6780287","0.0-470.0-1.0","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1550","6781787","0.0-470.0-2.0","1497.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","91.5","91.5","50","false","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1551","6782499","0.0-470.0-3.0-0.0","710","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1552","6783302","0.0-470.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1553","6784227","0.0-470.0-6.0","921.8000000119209","Confidence judgment (second response)","","","-1","-1","","","","left","91.5","91.5","50","false","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1554","6784230","0.0-471.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","7","202","239","300","61","left","91.5","false","1497.7000000029802","1","no","left","left","91.5","false","false","921.8000000119209","","","","","","",""
"","fixation","html-keyboard-response","1555","6785528","0.0-472.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1556","6786033","0.0-472.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1557","6788289","0.0-472.0-2.0","2253","Confidence judgement (first response)","","","-1","-1","","","","left","95","95","50","false","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1558","6789174","0.0-472.0-5.0-0.0","883","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1559","6789984","0.0-472.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1560","6790939","0.0-472.0-6.0","951.5","Confidence judgment (second response)","","","-1","-1","","","","left","95","95","50","false","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1561","6790941","0.0-473.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","8","203","238","300","62","left","95","false","2253","3","no","left","left","95","false","false","951.5","","","","","","",""
"","fixation","html-keyboard-response","1562","6792343","0.0-474.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1563","6792853","0.0-474.0-1.0","null","[Dot display: left=300, right=237, diff=63]","null","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1564","6794702","0.0-474.0-2.0","1845.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","85.5","85.5","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1565","6795532","0.0-474.0-3.0-0.0","828","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1566","6796333","0.0-474.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1567","6796860","0.0-474.0-6.0","523.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","85.5","85.5","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1568","6796862","0.0-475.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","9","204","300","237","63","left","85.5","true","1845.8999999910593","1","no","left","left","85.5","true","true","523.5999999940395","","","","","","",""
"","fixation","html-keyboard-response","1569","6798234","0.0-476.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1570","6798754","0.0-476.0-1.0","null","[Dot display: left=300, right=238, diff=62]","null","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1571","6800380","0.0-476.0-2.0","1622.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","88.25","88.25","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1572","6801053","0.0-476.0-5.0-0.0","671","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1573","6801865","0.0-476.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1574","6803121","0.0-476.0-6.0","1252.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","88.25","88.25","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1575","6803122","0.0-477.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","10","205","300","238","62","left","88.25","true","1622.9000000059605","3","no","left","left","88.25","true","true","1252.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1576","6804541","0.0-478.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1577","6805046","0.0-478.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1578","6806486","0.0-478.0-2.0","1437.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","88.25","88.25","50","false","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1579","6807218","0.0-478.0-5.0-0.0","731","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1580","6808033","0.0-478.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1581","6809140","0.0-478.0-6.0","1103.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","86.5","86.5","50","false","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1582","6809143","0.0-479.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","11","206","238","300","62","left","88.25","false","1437.199999988079","3","no","left","left","86.5","false","false","1103.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","1583","6810359","0.0-480.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1584","6810869","0.0-480.0-1.0","null","[Dot display: left=300, right=237, diff=63]","null","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1585","6812960","0.0-480.0-2.0","2087.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","87","87","50","true","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1586","6813666","0.0-480.0-4.0-0.0","704","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1587","6814467","0.0-480.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1588","6815865","0.0-480.0-6.0","1394.8999999910593","Confidence judgment (second response)","","","-1","-1","","","","left","91.5","91.5","50","true","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1589","6815867","0.0-481.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","12","207","300","237","63","left","87","true","2087.9000000059605","2","no","left","left","91.5","true","true","1394.8999999910593","","","","","","",""
"","fixation","html-keyboard-response","1590","6817073","0.0-482.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1591","6817588","0.0-482.0-1.0","null","[Dot display: left=300, right=237, diff=63]","null","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1592","6819056","0.0-482.0-2.0","1465.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","91.5","91.5","50","true","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1593","6819691","0.0-482.0-4.0-0.0","634","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1594","6820494","0.0-482.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1595","6821646","0.0-482.0-6.0","1149.2000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","94.75","94.75","50","true","63","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1596","6821648","0.0-483.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","13","208","300","237","63","left","91.5","true","1465.199999988079","2","no","left","left","94.75","true","true","1149.2000000029802","","","","","","",""
"","fixation","html-keyboard-response","1597","6823047","0.0-484.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1598","6823554","0.0-484.0-1.0","null","[Dot display: left=300, right=237, diff=63]","null","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1599","6825320","0.0-484.0-2.0","1763","Confidence judgement (first response)","","","-1","-1","","","","left","91.75","91.75","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1600","6825935","0.0-484.0-5.0-0.0","614","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1601","6826752","0.0-484.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1602","6827626","0.0-484.0-6.0","870.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","91.75","91.75","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1603","6827628","0.0-485.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","13","14","209","300","237","63","left","91.75","true","1763","3","no","left","left","91.75","true","true","870.9000000059605","","","","","","",""
"","block_message","html-button-response","1604","6828838","0.0-486.0","1205","block message","0","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","1605","6830270","0.0-487.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1606","6830789","0.0-487.0-1.0","null","[Dot display: left=300, right=238, diff=62]","null","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1607","6834137","0.0-487.0-2.0","3345.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","86","86","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1608","6835301","0.0-487.0-3.0-0.0","1163","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1609","6836116","0.0-487.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1610","6837044","0.0-487.0-6.0","925.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","86","86","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1611","6837056","0.0-488.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","0","210","300","238","62","left","86","true","3345.2000000029802","1","no","left","left","86","true","true","925.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","1612","6838275","0.0-489.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1613","6838780","0.0-489.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1614","6840113","0.0-489.0-2.0","1330.5","Confidence judgement (first response)","","","-1","-1","","","","right","79","50","79","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1615","6841043","0.0-489.0-3.0-0.0","929","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1616","6841853","0.0-489.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1617","6842477","0.0-489.0-6.0","621","Confidence judgment (second response)","","","-1","-1","","","","right","79","50","79","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1618","6842479","0.0-490.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","1","211","238","300","62","right","79","true","1330.5","1","no","left","right","79","false","true","621","","","","","","",""
"","fixation","html-keyboard-response","1619","6843692","0.0-491.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1620","6844199","0.0-491.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1621","6845293","0.0-491.0-2.0","1091.2999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","82.75","50","82.75","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1622","6845874","0.0-491.0-4.0-0.0","580","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1623","6846688","0.0-491.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1624","6847831","0.0-491.0-6.0","1139.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","right","96","50","96","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1625","6847833","0.0-492.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","2","212","238","300","62","right","82.75","true","1091.2999999970198","2","no","right","right","96","true","true","1139.6000000089407","","","","","","",""
"","fixation","html-keyboard-response","1626","6849139","0.0-493.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1627","6849644","0.0-493.0-1.0","null","[Dot display: left=300, right=238, diff=62]","null","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1628","6850947","0.0-493.0-2.0","1300.5","Confidence judgement (first response)","","","-1","-1","","","","left","89.5","89.5","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1629","6851787","0.0-493.0-3.0-0.0","839","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1630","6852589","0.0-493.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1631","6853091","0.0-493.0-6.0","499.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","89.5","89.5","50","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1632","6853093","0.0-494.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","3","213","300","238","62","left","89.5","true","1300.5","1","no","right","left","89.5","false","true","499.1000000089407","","","","","","",""
"","fixation","html-keyboard-response","1633","6854555","0.0-495.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1634","6855058","0.0-495.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1635","6856330","0.0-495.0-2.0","1269.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","86.25","50","86.25","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1636","6856995","0.0-495.0-4.0-0.0","664","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1637","6857799","0.0-495.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1638","6859082","0.0-495.0-6.0","1280.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","right","96.25","50","96.25","true","62","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1639","6859090","0.0-496.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","4","214","238","300","62","right","86.25","true","1269.6000000089407","2","no","right","right","96.25","true","true","1280.7000000029802","","","","","","",""
"","attncheck","html-button-response","1640","6860539","0.0-497.0","1447","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","1641","6861934","0.0-498.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1642","6862440","0.0-498.0-1.0","null","[Dot display: left=238, right=300, diff=62]","null","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1643","6863725","0.0-498.0-2.0","1281.7999999970198","Confidence judgement (first response)","","","-1","-1","","","","right","94.75","50","94.75","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1644","6864714","0.0-498.0-4.0-0.0","987","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1645","6865517","0.0-498.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1646","6867311","0.0-498.0-6.0","1790.5","Confidence judgment (second response)","","","-1","-1","","","","right","95.25","50","95.25","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1647","6867323","0.0-499.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","5","215","238","300","62","right","94.75","true","1281.7999999970198","2","no","right","right","95.25","true","true","1790.5","","","","","","",""
"","fixation","html-keyboard-response","1648","6868806","0.0-500.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1649","6869320","0.0-500.0-1.0","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1650","6870473","0.0-500.0-2.0","1148.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","89.5","50","89.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1651","6871070","0.0-500.0-5.0-0.0","596","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1652","6871885","0.0-500.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1653","6873281","0.0-500.0-6.0","1392.699999988079","Confidence judgment (second response)","","","-1","-1","","","","right","92.5","50","92.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1654","6873291","0.0-501.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","6","216","239","300","61","right","89.5","true","1148.6000000089407","3","no","right","right","92.5","true","true","1392.699999988079","","","","","","",""
"","fixation","html-keyboard-response","1655","6874621","0.0-502.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1656","6875131","0.0-502.0-1.0","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1657","6876581","0.0-502.0-2.0","1447.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","93.5","50","93.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1658","6877289","0.0-502.0-3.0-0.0","707","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1659","6878090","0.0-502.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
