"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_first","html-keyboard-response","139","568075","0.0-44.0-2.0","2453","Confidence judgement (first response)","","","-1","-1","","","","left","90.75","90.75","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","140","569157","0.0-44.0-3.0-0.0","1080","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","141","569961","0.0-44.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","142","570874","0.0-44.0-6.0","908.9999999998836","Confidence judgment (second response)","","","-1","-1","","","","left","90.75","90.75","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","143","570877","0.0-45.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","0","5","5","300","262","38","left","90.75","true","2453","1","yes","left","left","90.75","true","true","908.9999999998836","","","","","","","",""
"","fixation","html-keyboard-response","144","572356","0.0-46.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","145","572873","0.0-46.0-1.0","null","[Dot display: left=263, right=300, diff=37]","null","","-1","-1","263","300","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","146","574458","0.0-46.0-2.0","1581","Confidence judgement (first response)","","","-1","-1","","","","right","98.75","50","98.75","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","147","575506","0.0-46.0-5.0-0.0","1045","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","148","576308","0.0-46.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","149","577741","0.0-46.0-6.0","1429","Confidence judgment (second response)","","","-1","-1","","","","right","98.75","50","98.75","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","150","577745","0.0-47.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","0","6","6","263","300","37","right","98.75","true","1581","3","yes","left","right","98.75","false","true","1429","","","","","","","",""
"","attncheck","html-button-response","151","579807","0.0-48.0","2060","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","152","581038","0.0-49.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","153","581555","0.0-49.0-1.0","null","[Dot display: left=263, right=300, diff=37]","null","","-1","-1","263","300","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","154","583924","0.0-49.0-2.0","2364","Confidence judgement (first response)","","","-1","-1","","","","right","51.75","50","51.75","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","155","584624","0.0-49.0-4.0-0.0","698","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","156","585428","0.0-49.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","157","587757","0.0-49.0-6.0","2325","Confidence judgment (second response)","","","-1","-1","","","","left","75","75","50","false","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","158","587760","0.0-50.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","0","7","7","263","300","37","right","51.75","true","2364","2","yes","left","left","75","false","false","2325","","","","","","","",""
"","fixation","html-keyboard-response","159","589032","0.0-51.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","160","589550","0.0-51.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","161","591493","0.0-51.0-2.0","1939","Confidence judgement (first response)","","","-1","-1","","","","right","90","50","90","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","162","593897","0.0-51.0-3.0-0.0","2401","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","163","594701","0.0-51.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","164","596896","0.0-51.0-6.0","2190.9999999998836","Confidence judgment (second response)","","","-1","-1","","","","right","90","50","90","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","165","596900","0.0-52.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","0","8","8","264","300","36","right","90","true","1939","1","yes","right","right","90","true","true","2190.9999999998836","","","","","","","",""
"","fixation","html-keyboard-response","166","598281","0.0-53.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","167","598796","0.0-53.0-1.0","null","[Dot display: left=300, right=264, diff=36]","null","","-1","-1","300","264","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","168","600364","0.0-53.0-2.0","1565.0000000001164","Confidence judgement (first response)","","","-1","-1","","","","left","90.75","90.75","50","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","169","601230","0.0-53.0-5.0-0.0","863","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","170","602033","0.0-53.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","171","603480","0.0-53.0-6.0","1442.9999999998836","Confidence judgment (second response)","","","-1","-1","","","","left","90.75","90.75","50","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","172","603484","0.0-54.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","0","9","9","300","264","36","left","90.75","true","1565.0000000001164","3","yes","right","left","90.75","false","true","1442.9999999998836","","","","","","","",""
"","fixation","html-keyboard-response","173","604740","0.0-55.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","174","605258","0.0-55.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","175","606832","0.0-55.0-2.0","1569.0000000001164","Confidence judgement (first response)","","","-1","-1","","","","left","87.75","87.75","50","false","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","176","607581","0.0-55.0-3.0-0.0","747","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
